prefix,count,white_win_rate,black_win_rate,draw_rate,main_opening
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'f8e7', 'c4d5', 'e6d5')",1,1.0,0.0,0.0,Queen's Gambit Declined: Charousek (Petrosian) Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'f8e7', 'c4d5', 'e6d5', 'c1f4')",1,1.0,0.0,0.0,Queen's Gambit Declined: Charousek (Petrosian) Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'f8e7', 'c4d5', 'e6d5', 'c1f4', 'c7c6')",1,1.0,0.0,0.0,Queen's Gambit Declined: Charousek (Petrosian) Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6')",2,0.0,1.0,0.0,Queen's Gambit Declined: Modern Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6', 'c1g5')",2,0.0,1.0,0.0,Queen's Gambit Declined: Modern Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'c7c6')",1,0.0,1.0,0.0,Queen's Gambit Declined: Modern Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'c7c6', 'e2e3')",1,0.0,1.0,0.0,Queen's Gambit Declined: Modern Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'c7c6', 'e2e3', 'f8e7')",1,0.0,1.0,0.0,Queen's Gambit Declined: Modern Variation
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'f8e7')",1,0.0,1.0,0.0,Queen's Gambit Declined: Orthodox Defense
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'f8e7', 'g1f3')",1,0.0,1.0,0.0,Queen's Gambit Declined: Orthodox Defense
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'f8e7', 'g1f3', 'e8g8')",1,0.0,1.0,0.0,Queen's Gambit Declined: Orthodox Defense
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'e2e3')",1,1.0,0.0,0.0,Queen's Gambit Declined
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'e2e3', 'g8f6')",1,1.0,0.0,0.0,Queen's Gambit Declined
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'e2e3', 'g8f6', 'g1f3')",1,1.0,0.0,0.0,Queen's Gambit Declined
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'e2e3', 'g8f6', 'g1f3', 'f8e7')",1,1.0,0.0,0.0,Queen's Gambit Declined
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'e2e3', 'g8f6', 'g1f3', 'f8e7', 'c4d5')",1,1.0,0.0,0.0,Queen's Gambit Declined
"('d2d4', 'e7e6', 'c2c4', 'd7d5', 'e2e3', 'g8f6', 'g1f3', 'f8e7', 'c4d5', 'e6d5')",1,1.0,0.0,0.0,Queen's Gambit Declined
"('d2d4', 'e7e6', 'c2c4', 'f7f5')",2,0.5,0.0,0.5,Dutch Defense: Classical Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3')",2,0.5,0.0,0.5,Dutch Defense: Classical Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6')",2,0.5,0.0,0.5,Dutch Defense: Classical Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2')",2,0.5,0.0,0.5,Dutch Defense: Classical Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'f8b4')",1,0.0,0.0,1.0,Dutch Defense: Nimzo-Dutch Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'f8b4', 'b1c3')",1,0.0,0.0,1.0,Dutch Defense: Nimzo-Dutch Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'f8b4', 'b1c3', 'e8g8')",1,0.0,0.0,1.0,Dutch Defense: Nimzo-Dutch Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'f8e7')",1,1.0,0.0,0.0,Dutch Defense: Classical Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'f8e7', 'g1f3')",1,1.0,0.0,0.0,Dutch Defense: Classical Variation
"('d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'f8e7', 'g1f3', 'e8g8')",1,1.0,0.0,0.0,Dutch Defense: Classical Variation
"('d2d4', 'e7e6', 'c2c4', 'f8b4')",1,1.0,0.0,0.0,Bogo-Indian Defense: Wade-Smyslov Variation
"('d2d4', 'e7e6', 'c2c4', 'f8b4', 'c1d2')",1,1.0,0.0,0.0,Bogo-Indian Defense: Wade-Smyslov Variation
"('d2d4', 'e7e6', 'c2c4', 'f8b4', 'c1d2', 'a7a5')",1,1.0,0.0,0.0,Bogo-Indian Defense: Wade-Smyslov Variation
"('d2d4', 'e7e6', 'c2c4', 'f8b4', 'c1d2', 'a7a5', 'g1f3')",1,1.0,0.0,0.0,Bogo-Indian Defense: Wade-Smyslov Variation
"('d2d4', 'e7e6', 'c2c4', 'f8b4', 'c1d2', 'a7a5', 'g1f3', 'g8f6')",1,1.0,0.0,0.0,Bogo-Indian Defense: Wade-Smyslov Variation
"('d2d4', 'e7e6', 'c2c4', 'f8b4', 'c1d2', 'a7a5', 'g1f3', 'g8f6', 'a2a3')",1,1.0,0.0,0.0,Bogo-Indian Defense: Wade-Smyslov Variation
"('d2d4', 'e7e6', 'c2c4', 'f8b4', 'c1d2', 'a7a5', 'g1f3', 'g8f6', 'a2a3', 'b4d2')",1,1.0,0.0,0.0,Bogo-Indian Defense: Wade-Smyslov Variation
"('d2d4', 'e7e6', 'c2c4', 'g8f6')",3,0.333,0.667,0.0,Benoni Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3')",2,0.5,0.5,0.0,Benoni Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'b7b6')",1,0.0,1.0,0.0,Queen's Indian Defense: Fianchetto Traditional
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'b7b6', 'g2g3')",1,0.0,1.0,0.0,Queen's Indian Defense: Fianchetto Traditional
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'b7b6', 'g2g3', 'c8b7')",1,0.0,1.0,0.0,Queen's Indian Defense: Fianchetto Traditional
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'b7b6', 'g2g3', 'c8b7', 'f1g2')",1,0.0,1.0,0.0,Queen's Indian Defense: Fianchetto Traditional
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'b7b6', 'g2g3', 'c8b7', 'f1g2', 'g7g6')",1,0.0,1.0,0.0,Queen's Indian Defense: Fianchetto Traditional
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'c7c5')",1,1.0,0.0,0.0,Benoni Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'c7c5', 'd4d5')",1,1.0,0.0,0.0,Benoni Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'c7c5', 'd4d5', 'e6d5')",1,1.0,0.0,0.0,Benoni Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'c7c5', 'd4d5', 'e6d5', 'c4d5')",1,1.0,0.0,0.0,Benoni Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g1f3', 'c7c5', 'd4d5', 'e6d5', 'c4d5', 'd7d6')",1,1.0,0.0,0.0,Benoni Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g2g3')",1,0.0,1.0,0.0,Catalan Opening: Open Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g2g3', 'd7d5')",1,0.0,1.0,0.0,Catalan Opening: Open Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g2g3', 'd7d5', 'g1f3')",1,0.0,1.0,0.0,Catalan Opening: Open Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g2g3', 'd7d5', 'g1f3', 'd5c4')",1,0.0,1.0,0.0,Catalan Opening: Open Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g2g3', 'd7d5', 'g1f3', 'd5c4', 'f1g2')",1,0.0,1.0,0.0,Catalan Opening: Open Defense
"('d2d4', 'e7e6', 'c2c4', 'g8f6', 'g2g3', 'd7d5', 'g1f3', 'd5c4', 'f1g2', 'b8c6')",1,0.0,1.0,0.0,Catalan Opening: Open Defense
"('d2d4', 'e7e6', 'e2e4')",6,0.833,0.167,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5')",6,0.833,0.167,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3')",3,1.0,0.0,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4')",2,1.0,0.0,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4', 'c3e4')",2,1.0,0.0,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'b8d7')",1,1.0,0.0,0.0,"French Defense: Rubinstein Variation, Blackburne Defense"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'b8d7', 'g1f3')",1,1.0,0.0,0.0,"French Defense: Rubinstein Variation, Blackburne Defense"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'b8d7', 'g1f3', 'g8f6')",1,1.0,0.0,0.0,"French Defense: Rubinstein Variation, Blackburne Defense"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'c8d7')",1,1.0,0.0,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'c8d7', 'f1d3')",1,1.0,0.0,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'c8d7', 'f1d3', 'd7c6')",1,1.0,0.0,0.0,French Defense: Rubinstein Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'f8b4')",1,1.0,0.0,0.0,"French Defense: Winawer Variation, Positional Variation"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'f8b4', 'e4e5')",1,1.0,0.0,0.0,"French Defense: Winawer Variation, Positional Variation"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'g8e7')",1,1.0,0.0,0.0,"French Defense: Winawer Variation, Positional Variation"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'g8e7', 'a2a3')",1,1.0,0.0,0.0,"French Defense: Winawer Variation, Positional Variation"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'g8e7', 'a2a3', 'b4c3')",1,1.0,0.0,0.0,"French Defense: Winawer Variation, Positional Variation"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2')",2,0.5,0.5,0.0,French Defense: Tarrasch Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'd5e4')",1,0.0,1.0,0.0,French Defense: Tarrasch Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'd5e4', 'd2e4')",1,0.0,1.0,0.0,French Defense: Tarrasch Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'f8e7')",1,0.0,1.0,0.0,French Defense: Tarrasch Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'f8e7', 'g1f3')",1,0.0,1.0,0.0,French Defense: Tarrasch Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'f8e7', 'g1f3', 'c8d7')",1,0.0,1.0,0.0,French Defense: Tarrasch Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'g8f6')",1,1.0,0.0,0.0,"French Defense: Tarrasch Variation, Closed Variation #2"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'g8f6', 'e4e5')",1,1.0,0.0,0.0,"French Defense: Tarrasch Variation, Closed Variation #2"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'g8f6', 'e4e5', 'f6d7')",1,1.0,0.0,0.0,"French Defense: Tarrasch Variation, Closed Variation #2"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'g8f6', 'e4e5', 'f6d7', 'f1d3')",1,1.0,0.0,0.0,"French Defense: Tarrasch Variation, Closed Variation #2"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1d2', 'g8f6', 'e4e5', 'f6d7', 'f1d3', 'c7c5')",1,1.0,0.0,0.0,"French Defense: Tarrasch Variation, Closed Variation #2"
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'f1d3')",1,1.0,0.0,0.0,French Defense: Schlechter Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'f1d3', 'c7c5')",1,1.0,0.0,0.0,French Defense: Schlechter Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'f1d3', 'c7c5', 'e4d5')",1,1.0,0.0,0.0,French Defense: Schlechter Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'f1d3', 'c7c5', 'e4d5', 'e6d5')",1,1.0,0.0,0.0,French Defense: Schlechter Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'f1d3', 'c7c5', 'e4d5', 'e6d5', 'g1f3')",1,1.0,0.0,0.0,French Defense: Schlechter Variation
"('d2d4', 'e7e6', 'e2e4', 'd7d5', 'f1d3', 'c7c5', 'e4d5', 'e6d5', 'g1f3', 'b8c6')",1,1.0,0.0,0.0,French Defense: Schlechter Variation
"('d2d4', 'e7e6', 'f2f4')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'f2f4', 'c7c5')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'f2f4', 'c7c5', 'e2e3')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'f2f4', 'c7c5', 'e2e3', 'b8c6')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'f2f4', 'c7c5', 'e2e3', 'b8c6', 'g1f3')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'f2f4', 'c7c5', 'e2e3', 'b8c6', 'g1f3', 'b7b6')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'f2f4', 'c7c5', 'e2e3', 'b8c6', 'g1f3', 'b7b6', 'c2c3')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'f2f4', 'c7c5', 'e2e3', 'b8c6', 'g1f3', 'b7b6', 'c2c3', 'c8b7')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3')",7,0.286,0.571,0.143,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6')",2,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'c1g5')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'c1g5', 'f8e7')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'c1g5', 'f8e7', 'g5e7')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'c1g5', 'f8e7', 'g5e7', 'd8e7')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'c1g5', 'f8e7', 'g5e7', 'd8e7', 'c2c3')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'c1g5', 'f8e7', 'g5e7', 'd8e7', 'c2c3', 'g8f6')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'e2e4')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'e2e4', 'c8b7')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'e2e4', 'c8b7', 'f1d3')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'e2e4', 'c8b7', 'f1d3', 'g8f6')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'e2e4', 'c8b7', 'f1d3', 'g8f6', 'd1e2')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'b7b6', 'e2e4', 'c8b7', 'f1d3', 'g8f6', 'd1e2', 'c7c5')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5')",2,0.5,0.0,0.5,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c1f4')",1,0.0,0.0,1.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c1f4', 'f8d6')",1,0.0,0.0,1.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c1f4', 'f8d6', 'e2e3')",1,0.0,0.0,1.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c1f4', 'f8d6', 'e2e3', 'g8f6')",1,0.0,0.0,1.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c1f4', 'f8d6', 'e2e3', 'g8f6', 'f1d3')",1,0.0,0.0,1.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c1f4', 'f8d6', 'e2e3', 'g8f6', 'f1d3', 'f6e4')",1,0.0,0.0,1.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c2c4')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c2c4', 'g8f6')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c2c4', 'g8f6', 'g2g3')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c2c4', 'g8f6', 'g2g3', 'b7b6')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c2c4', 'g8f6', 'g2g3', 'b7b6', 'f1g2')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'd7d5', 'c2c4', 'g8f6', 'g2g3', 'b7b6', 'f1g2', 'c8b7')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5')",2,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5')",2,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'f8e7')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'f8e7', 'g5e7')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'f8e7', 'g5e7', 'g8e7')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'f8e7', 'g5e7', 'g8e7', 'c2c4')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'f8e7', 'g5e7', 'g8e7', 'c2c4', 'e8g8')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'g8f6')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'g8f6', 'b1d2')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'g8f6', 'b1d2', 'b7b6')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'g8f6', 'b1d2', 'b7b6', 'e2e4')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'f7f5', 'c1g5', 'g8f6', 'b1d2', 'b7b6', 'e2e4', 'f5e4')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g1f3', 'g8f6')",1,1.0,0.0,0.0,Torre Attack
"('d2d4', 'e7e6', 'g1f3', 'g8f6', 'c1g5')",1,1.0,0.0,0.0,Torre Attack
"('d2d4', 'e7e6', 'g1f3', 'g8f6', 'c1g5', 'f8e7')",1,1.0,0.0,0.0,Torre Attack
"('d2d4', 'e7e6', 'g1f3', 'g8f6', 'c1g5', 'f8e7', 'e2e3')",1,1.0,0.0,0.0,Torre Attack
"('d2d4', 'e7e6', 'g1f3', 'g8f6', 'c1g5', 'f8e7', 'e2e3', 'h7h6')",1,1.0,0.0,0.0,Torre Attack
"('d2d4', 'e7e6', 'g1f3', 'g8f6', 'c1g5', 'f8e7', 'e2e3', 'h7h6', 'g5h4')",1,1.0,0.0,0.0,Torre Attack
"('d2d4', 'e7e6', 'g1f3', 'g8f6', 'c1g5', 'f8e7', 'e2e3', 'h7h6', 'g5h4', 'c7c5')",1,1.0,0.0,0.0,Torre Attack
"('d2d4', 'e7e6', 'g2g3')",2,0.5,0.5,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5')",2,0.5,0.5,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2')",2,0.5,0.5,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8d6')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8d6', 'g1f3')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8d6', 'g1f3', 'b7b6')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8d6', 'g1f3', 'b7b6', 'e1g1')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8d6', 'g1f3', 'b7b6', 'e1g1', 'c8b7')",1,1.0,0.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'g8f6')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'g8f6', 'g1f3')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'g8f6', 'g1f3', 'c7c5')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'g8f6', 'g1f3', 'c7c5', 'e1g1')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'g8f6', 'g1f3', 'c7c5', 'e1g1', 'b8c6')",1,0.0,1.0,0.0,Horwitz Defense
"('d2d4', 'f7f5')",17,0.529,0.353,0.118,Dutch Defense: Queen's Knight Variation
"('d2d4', 'f7f5', 'b1c3')",2,0.5,0.5,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6')",2,0.5,0.5,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5')",2,0.5,0.5,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5')",2,0.5,0.5,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g1f3')",1,0.0,1.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g1f3', 'f6e4')",1,0.0,1.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g1f3', 'f6e4', 'c3e4')",1,0.0,1.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g1f3', 'f6e4', 'c3e4', 'f5e4')",1,0.0,1.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g5f6')",1,1.0,0.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g5f6', 'e7f6')",1,1.0,0.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g5f6', 'e7f6', 'e2e3')",1,1.0,0.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'b1c3', 'g8f6', 'c1g5', 'd7d5', 'g5f6', 'e7f6', 'e2e3', 'f8b4')",1,1.0,0.0,0.0,Dutch Defense: Raphael Variation
"('d2d4', 'f7f5', 'c1f4')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1f4', 'g8f6')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1f4', 'g8f6', 'e2e3')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1f4', 'g8f6', 'e2e3', 'g7g6')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1f4', 'g8f6', 'e2e3', 'g7g6', 'h2h4')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1f4', 'g8f6', 'e2e3', 'g7g6', 'h2h4', 'h7h6')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1f4', 'g8f6', 'e2e3', 'g7g6', 'h2h4', 'h7h6', 'd1f3')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1f4', 'g8f6', 'e2e3', 'g7g6', 'h2h4', 'h7h6', 'd1f3', 'd7d6')",1,1.0,0.0,0.0,Dutch Defense
"('d2d4', 'f7f5', 'c1g5')",2,0.5,0.0,0.5,Dutch Defense: Hopton Attack
"('d2d4', 'f7f5', 'c1g5', 'd7d5')",1,0.0,0.0,1.0,Dutch Defense: Hopton Attack
